trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
6383070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -270,shp-Y47-09,1,1
8430070,Y47,1,INBOUND-DOWNTOWN,,1,51 -034,shp-Y47-09,1,1
11559070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -268,shp-Y47-09,1,1
12419020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -422,shp-Y47-10,1,1
1289020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -424,shp-Y47-10,1,1
11435020,Y47,3,INBOUND-DOWNTOWN,,1,51 -043,shp-Y47-09,1,1
11437070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -274,shp-Y47-09,1,1
12440020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -422,shp-Y47-10,1,1
14022070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -272,shp-Y47-09,1,1
1652070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -268,shp-Y47-09,1,1
1910070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -271,shp-Y47-09,1,1
187070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -266,shp-Y47-09,1,1
13459020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -423,shp-Y47-10,1,1
12488020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -421,shp-Y47-10,1,1
8719020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -419,shp-Y47-09,1,1
9581020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -425,shp-Y47-09,1,1
6685070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -269,shp-Y47-09,1,1
686020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -421,shp-Y47-10,1,1
9220070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -269,shp-Y47-09,1,1
985020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -426,shp-Y47-10,1,1
666020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -425,shp-Y47-10,1,1
7696020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -419,shp-Y47-10,1,1
6099070,Y47,1,INBOUND-DOWNTOWN,,1,Y47 -267,shp-Y47-09,1,1
13255020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -420,shp-Y47-09,1,1
4177020,Y47,3,INBOUND-DOWNTOWN,,1,Y47 -424,shp-Y47-10,1,1
3585070,Y47,1,INBOUND-DOWNTOWN,,1,51 -024,shp-Y47-09,1,1
4403010,Y49,4,OUTBOUND-CENTURY SQUARE,,0,Y49 -202,shp-Y49-56,1,1
2016020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -434,shp-Y49-56,1,1
7809080,Y49,2,OUTBOUND-CENTURY SQUARE,,0,Y49 -202,shp-Y49-56,1,1
7470020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -432,shp-Y49-56,1,1
9951020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,51 -045,shp-Y49-56,1,1
600070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,Y49 -282,shp-Y49-56,1,1
9447080,Y49,2,OUTBOUND-CENTURY SQUARE,,0,Y49 -203,shp-Y49-56,1,1
13549010,Y49,4,OUTBOUND-CENTURY SQUARE,,0,Y49 -203,shp-Y49-56,1,1
12709020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -435,shp-Y49-56,1,1
12750080,Y49,2,OUTBOUND-CENTURY SQUARE,,0,Y49 -201,shp-Y49-56,1,1
13339070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,Y49 -281,shp-Y49-56,1,1
1994070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,55 -054,shp-Y49-56,1,1
13742070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,Y49 -281,shp-Y49-56,1,1
12672080,Y49,2,OUTBOUND-CENTURY SQUARE,,0,55 -040,shp-Y49-56,1,1
1101010,Y49,4,OUTBOUND-CENTURY SQUARE,,0,55 -040,shp-Y49-56,1,1
1120020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -434,shp-Y49-56,1,1
10245070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,Y49 -283,shp-Y49-56,1,1
10264070,Y49,1,OUTBOUND-CENTURY SQUARE,,0,Y49 -280,shp-Y49-56,1,1
10786020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -433,shp-Y49-56,1,1
6533020,Y49,3,OUTBOUND-CENTURY SQUARE,,0,Y49 -435,shp-Y49-56,1,1
5257010,Y49,4,OUTBOUND-CENTURY SQUARE,,0,Y49 -201,shp-Y49-56,1,1
5480070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -279,shp-Y49-57,1,1
6499010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -197,shp-Y49-57,1,1
4571010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -199,shp-Y49-57,1,1
5663070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -275,shp-Y49-57,1,1
3241020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -433,shp-Y49-57,1,1
2901020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -430,shp-Y49-57,1,1
2626080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -200,shp-Y49-57,1,1
2698070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -280,shp-Y49-57,1,1
778080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -197,shp-Y49-57,1,1
7786010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -201,shp-Y49-57,1,1
3716080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -199,shp-Y49-57,1,1
7400070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -278,shp-Y49-57,1,1
8634080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -198,shp-Y49-57,1,1
8518010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -198,shp-Y49-57,1,1
9296070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -277,shp-Y49-57,1,1
8107080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -201,shp-Y49-57,1,1
9737020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -428,shp-Y49-57,1,1
5215010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -198,shp-Y49-57,1,1
9832070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -276,shp-Y49-57,1,1
1011080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -198,shp-Y49-57,1,1
10049070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -279,shp-Y49-57,1,1
10657080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -199,shp-Y49-57,1,1
10802020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -427,shp-Y49-57,1,1
12015080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -200,shp-Y49-57,1,1
12120080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -202,shp-Y49-57,1,1
12421070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -276,shp-Y49-57,1,1
11160010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -199,shp-Y49-57,1,1
1916020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -432,shp-Y49-57,1,1
2079070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -278,shp-Y49-57,1,1
2860010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -200,shp-Y49-57,1,1
14097070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -275,shp-Y49-57,1,1
1734010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -197,shp-Y49-57,1,1
5952020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -429,shp-Y49-57,1,1
7294020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -430,shp-Y49-57,1,1
727020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -428,shp-Y49-57,1,1
6817020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -431,shp-Y49-57,1,1
7794010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -200,shp-Y49-57,1,1
8047020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -427,shp-Y49-57,1,1
11408010,Y49,4,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -202,shp-Y49-57,1,1
6958020,Y49,3,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -431,shp-Y49-57,1,1
1686070,Y49,1,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -277,shp-Y49-57,1,1
9835080,Y49,2,OUTBOUND-CENTURY SQUARE-CCAC SOUTH,,0,Y49 -197,shp-Y49-57,1,1
1558070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -280,shp-Y49-10,1,1
13840070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -276,shp-Y49-11,1,1
13584020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -430,shp-Y49-10,1,1
42080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -201,shp-Y49-10,1,1
3917070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -277,shp-Y49-10,1,1
2489070,Y49,1,INBOUND-DOWNTOWN,,1,55 -054,shp-Y49-11,1,1
2674010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -198,shp-Y49-10,1,1
6981020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -433,shp-Y49-10,1,1
6735070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -281,shp-Y49-11,1,1
6072070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -276,shp-Y49-10,1,1
6182020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -434,shp-Y49-11,1,1
5458080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -203,shp-Y49-11,1,1
5770080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -197,shp-Y49-11,1,1
4524020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -434,shp-Y49-11,1,1
461010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -199,shp-Y49-10,1,1
11668080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -201,shp-Y49-10,1,1
11358070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -277,shp-Y49-10,1,1
10756020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -432,shp-Y49-10,1,1
7885020,Y49,3,INBOUND-DOWNTOWN,,1,51 -045,shp-Y49-11,1,1
6558080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -197,shp-Y49-10,1,1
9801070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -279,shp-Y49-10,1,1
9713010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -197,shp-Y49-11,1,1
5768010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -202,shp-Y49-10,1,1
9170070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -275,shp-Y49-10,1,1
9383010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -201,shp-Y49-10,1,1
5839020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -431,shp-Y49-10,1,1
5503010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -202,shp-Y49-10,1,1
12892020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -433,shp-Y49-10,1,1
13257020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -429,shp-Y49-10,1,1
1373020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -428,shp-Y49-10,1,1
12449010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -201,shp-Y49-10,1,1
13500070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -281,shp-Y49-10,1,1
2839080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -202,shp-Y49-10,1,1
1928070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -280,shp-Y49-10,1,1
1676070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -279,shp-Y49-10,1,1
11202010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -200,shp-Y49-10,1,1
11004080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -199,shp-Y49-10,1,1
11273070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -283,shp-Y49-11,1,1
12018010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -200,shp-Y49-10,1,1
12676020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -435,shp-Y49-11,1,1
11899010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -197,shp-Y49-10,1,1
11771070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -278,shp-Y49-10,1,1
13058080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -198,shp-Y49-11,1,1
1076080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -202,shp-Y49-10,1,1
10856080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -199,shp-Y49-10,1,1
10196010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -203,shp-Y49-11,1,1
10180020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -427,shp-Y49-10,1,1
7919070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -275,shp-Y49-11,1,1
7877010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -199,shp-Y49-10,1,1
7743080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -200,shp-Y49-10,1,1
722020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -427,shp-Y49-11,1,1
7169080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -200,shp-Y49-10,1,1
7018010,Y49,4,INBOUND-DOWNTOWN,,1,Y49 -198,shp-Y49-11,1,1
4105020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -431,shp-Y49-10,1,1
8423020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -432,shp-Y49-10,1,1
6927070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -278,shp-Y49-10,1,1
2555020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -435,shp-Y49-11,1,1
2661020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -428,shp-Y49-11,1,1
3657070,Y49,1,INBOUND-DOWNTOWN,,1,Y49 -282,shp-Y49-11,1,1
3696020,Y49,3,INBOUND-DOWNTOWN,,1,Y49 -430,shp-Y49-10,1,1
5050010,Y49,4,INBOUND-DOWNTOWN,,1,55 -040,shp-Y49-11,1,1
6299080,Y49,2,INBOUND-DOWNTOWN,,1,Y49 -198,shp-Y49-10,1,1
5245080,Y49,2,INBOUND-DOWNTOWN,,1,55 -040,shp-Y49-11,1,1
10193070,1,1,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
10205070,1,1,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
10272020,1,3,INBOUND-DOWNTOWN,,1,1 -030,shp-1-10,1,1
10305020,1,3,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
1001020,1,3,INBOUND-DOWNTOWN,,1,1 -024,shp-1-10,1,1
10707010,1,4,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
10755020,1,3,INBOUND-DOWNTOWN,,1,1 -032,shp-1-10,1,1
10833020,1,3,INBOUND-DOWNTOWN,,1,1 -027,shp-1-10,1,1
10334010,1,4,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
10905020,1,3,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
11521080,1,2,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
11795020,1,3,INBOUND-DOWNTOWN,,1,1 -034,shp-1-10,1,1
11194020,1,3,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
10910080,1,2,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
10915080,1,2,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
11496010,1,4,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
11704020,1,3,INBOUND-DOWNTOWN,,1,1 -029,shp-1-10,1,1
12068020,1,3,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
11895010,1,4,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
12314010,1,4,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
13135020,1,3,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
13205010,1,4,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
13820070,1,1,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
13063010,1,4,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
168070,1,1,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
2195080,1,2,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
14160070,1,1,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
14142020,1,3,INBOUND-DOWNTOWN,,1,1 -025,shp-1-10,1,1
17010,1,4,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
1771010,1,4,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
222020,1,3,INBOUND-DOWNTOWN,,1,1 -036,shp-1-10,1,1
2573010,1,4,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
2282020,1,3,INBOUND-DOWNTOWN,,1,1 -022,shp-1-10,1,1
3985080,1,2,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
2898080,1,2,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
4278010,1,4,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
3511070,1,1,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
5127080,1,2,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
5667020,1,3,INBOUND-DOWNTOWN,,1,1 -021,shp-1-10,1,1
4484020,1,3,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
3371080,1,2,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
4560070,1,1,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
6271020,1,3,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
5156070,1,1,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
5270020,1,3,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
6750080,1,2,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
5452080,1,2,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
5456010,1,4,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
355010,1,4,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
5508020,1,3,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
734020,1,3,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
6059080,1,2,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
3914070,1,1,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
651080,1,2,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
8813020,1,3,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
7381070,1,1,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
8868020,1,3,INBOUND-DOWNTOWN,,1,1 -020,shp-1-10,1,1
4681020,1,3,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
9058080,1,2,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
9106070,1,1,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
9206080,1,2,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
8167020,1,3,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
9061020,1,3,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
93070,1,1,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
5894020,1,3,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
7118080,1,2,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
7246080,1,2,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
8228020,1,3,INBOUND-DOWNTOWN,,1,1 -028,shp-1-10,1,1
8910070,1,1,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
9103070,1,1,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
9171070,1,1,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
9892020,1,3,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
10705020,1,3,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
11063010,1,4,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
11361080,1,2,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
11749070,1,1,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
1262020,1,3,INBOUND-DOWNTOWN,,1,1 -026,shp-1-10,1,1
12622070,1,1,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
1271020,1,3,INBOUND-DOWNTOWN,,1,1 -023,shp-1-10,1,1
12768010,1,4,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
1490080,1,2,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
4246010,1,4,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
4421020,1,3,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
5172010,1,4,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
5689020,1,3,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
6022070,1,1,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
6858080,1,2,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
8130010,1,4,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
819010,1,4,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
8219070,1,1,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
800020,1,3,OUTBOUND-TARENTUM,,0,1 -020,shp-1-63,1,1
7813020,1,3,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
6801070,1,1,OUTBOUND-TARENTUM,,0,1 -009,shp-1-63,1,1
5404010,1,4,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
5080020,1,3,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
4608020,1,3,OUTBOUND-TARENTUM,,0,1 -032,shp-1-63,1,1
4810020,1,3,OUTBOUND-TARENTUM,,0,1 -034,shp-1-63,1,1
4250070,1,1,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
3862080,1,2,OUTBOUND-TARENTUM,,0,1 -004,shp-1-63,1,1
172020,1,3,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
1399020,1,3,OUTBOUND-TARENTUM,,0,1 -021,shp-1-63,1,1
14060080,1,2,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
2034020,1,3,OUTBOUND-TARENTUM,,0,1 -035,shp-1-63,1,1
13113070,1,1,OUTBOUND-TARENTUM,,0,1 -004,shp-1-63,1,1
13771020,1,3,OUTBOUND-TARENTUM,,0,1 -026,shp-1-63,1,1
11943020,1,3,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
1168080,1,2,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
11480070,1,1,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
11598080,1,2,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
10977010,1,4,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
9901020,1,3,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
9902010,1,4,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
9346020,1,3,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
90010,1,4,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
7913080,1,2,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
7445020,1,3,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
7224070,1,1,OUTBOUND-TARENTUM,,0,1 -002,shp-1-63,1,1
683020,1,3,OUTBOUND-TARENTUM,,0,1 -029,shp-1-63,1,1
9800020,1,3,OUTBOUND-TARENTUM,,0,1 -027,shp-1-63,1,1
9361010,1,4,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
925020,1,3,OUTBOUND-TARENTUM,,0,1 -025,shp-1-63,1,1
927020,1,3,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
559010,1,4,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
9306020,1,3,OUTBOUND-TARENTUM,,0,1 -030,shp-1-63,1,1
8044070,1,1,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
4936020,1,3,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
9820080,1,2,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
7832010,1,4,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
9148070,1,1,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
4601010,1,4,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
4558020,1,3,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
886020,1,3,OUTBOUND-TARENTUM,,0,1 -028,shp-1-63,1,1
8528070,1,1,OUTBOUND-TARENTUM,,0,1 -001,shp-1-63,1,1
7969070,1,1,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
8091010,1,4,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
3909020,1,3,OUTBOUND-TARENTUM,,0,1 -036,shp-1-63,1,1
4001020,1,3,OUTBOUND-TARENTUM,,0,1 -036,shp-1-63,1,1
6162080,1,2,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
5657080,1,2,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
6758020,1,3,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
6173070,1,1,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
6003070,1,1,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
3978080,1,2,OUTBOUND-TARENTUM,,0,1 -017,shp-1-63,1,1
